No.,Canonical SMILES,Toxicity Value
33,COc1cc2c(cc1OC)C1Cc3ccc(OC)c(OC)c3CN1CC2,1174.791862
34,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,33.18237311
35,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,145.1244878
36,CC=C1CC(C)C(C)(O)C(=O)OCC2CCN3CCC(OC1=O)C23,2572.877993
37,C=C1CC(=CC)C(=O)OC2CCN3CC=C(COC(=O)C1(C)O)C23,150.0071989
38,CCC1C2CC3C4N(C)c5ccccc5C45CC(C2C5O)N3C1O,237.0781453
39,CC1C(=O)OC2CCN3CC=C(COC(=O)C(C)(O)C1(C)O)C23,165.9994899
40,CC(Cc1ccc(O)c(O)c1)C(C)Cc1ccc(O)c(O)c1,2000.198434
41,O=C(CC1NCCCC1O)Cn1cnc2ccccc2c1=O,2.617198357
42,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CCO,1510.216122
43,O=C(C=CC=Cc1ccc2c(c1)OCO2)N1CCCCC1,329.9965306
44,O=C(O)c1cc(O)c2c(c1)C(=O)c1cccc(O)c1C2=O,4999.947222
45,C=C1C(=O)OC2CC(C)C3CC(O)OC(O)C3(C)CC12,149.9968125
46,CCCCCC=CCC=CCCCCCCCC(=O)O,49990.72927
47,C=C1C(=O)OC2CC(C)C3C=CC(=O)C3(C)C(O)C12,149.9971407
48,C=CC(C)(C=Cc1ccc(O)cc1)CCC=C(C)C,2560.109834
49,CC1=C2C3OC(=O)C(C)C3CCC2(C)C=CC1=O,899.9780759
50,O=C1c2cccc(O)c2C(=O)c2c(O)cccc21,6999.883438
51,COC(=O)C1=CCCN(C)C1,574.4303544
52,COC1=CC(=O)OC(CCc2ccccc2)C1,919.9643539
53,COC1=CC(=O)OC(C=Cc2ccccc2)C1,1129.985278
54,O=C1C=C2C=CC3CC2(O1)C1CCCCN31,269.9900586
55,COc1c2ccoc2cc2oc(=O)ccc12,8099.925073
56,CCC1C(=O)OCC1Cc1cncn1C,154.2717454
57,CC=Cc1cc(OC)c(OC)cc1OC,417.9859502
58,CC1=CC(=O)c2c(O)cccc2C1=O,15.99982996
59,S=C=Nc1cccc2ccccc12,104.9994332
60,CNC(C)C(O)c1ccccc1,496.024043
61,C=CCc1ccc(O)c(OC)c1,2999.926917
62,CC(=O)NC(CS)C(=O)O,4400.053919
63,CC1CCC(C(C)C)C(O)C1,3353.362095
64,CC12CCC(CC1=O)C2(C)C,1309.939766
65,CC(C)=CCCC(C)=CC=O,5999.724111
66,COc1cc(C=O)ccc1O,3925.025799
67,O=c1ccc2ccccc2o1,195.9932944
68,O=C(O)c1ccccc1O,509.1095101
69,C=C(C)C1CC=C(C)CC1,5599.67117
70,c1ccc2ccccc2c1,315.9901385
71,Oc1cccc(O)c1O,299.997621
72,CCCCC(=O)O,599.9823765
73,CC(C)=CC(=O)O,2580.077307
74,O=[N+]([O-])c1cccc([N+](=O)[O-])c1,74.70088863
75,Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],659.9941877
76,O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,45.00073322
77,CC(=O)Nc1ccc2c(c1)Cc1ccccc1-2,809.9818612
78,CCOCCO,2450.945606
79,COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,18.41871538
80,CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,2499.984589
81,CC(C)(O)C#N,1.89786619
82,COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1C=COC1O2,8.999798257
83,CC(=O)SCC(C)C(=O)N1CCCC1C(=O)NC(Cc1ccccc1)C(=O)O,4999.950801
84,CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3C(Cl)CC4=CC(=O)C=CC4(C)C3C(O)CC21C,4999.520198
85,ClC1=C(Cl)C2(Cl)C3C4C=CC(C4)C3C1(Cl)C2(Cl)Cl,25.73036893
86,NC12CC3CC(CC(C3)C1)C2,699.9861165
87,CC(=O)OCC(=O)C12OC3(CCCC3)OC1CC1C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC12C,5000.208917
88,CC1(C)SC2C(N=CN3CCCCCC3)C(=O)N2C1C(=O)O,19997.91046
89,NCCCNCCSP(=O)(O)O,842.0117904
90,NCCCCCC(=O)O,14299.45494
91,CC(=O)Nc1ccc(C=NNC(N)=S)cc1,950.0000008
92,CN(C)CCC=C1c2ccccc2CCc2ccccc21,117.7238329
93,CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1,2319.937779
94,CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,550.0479115
95,CC1(C)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O,24999.24743
96,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12,80.24120329
97,CCOC(=O)C1(c2ccccc2)CCN(CCc2ccc(N)cc2)CC1,229.0142932
98,COc1ccc(C(=O)N2CCCC2=O)cc1,3647.999998
99,CCCC(CCC)C(=O)OC1CC2CCC(C1)[N+]2(C)C,849.8555489
100,CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1,3709.875298
101,CN1CCc2cccc3c2C1Cc1ccc(O)c(O)c1-3,99.99700748
102,CCN(CC)CCCN(c1ccccc1)C1Cc2ccccc2C1,265.9437375
103,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,2560.106065
104,CCNc1nc(Cl)nc(NC(C)C)n1,849.9684724
105,O=C(CCN1CCN2CCCC2C1)N1c2ccccc2Sc2ccc(Cl)cc21,160.010049
106,Nc1ncn(C2OC(CO)C(O)C2O)c(=O)n1,571.9836037
107,CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,133.1591154
108,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)CN(C)C(C)C(O)C1(C)O,3000.016019
109,O=NN(CCCl)C(=O)NCCCl,18.99982248
110,O=C(O)COc1nn(Cc2ccccc2)c2ccccc12,1104.964771
111,O=C(O)c1ccc(NC(=O)C(Cc2ccc(O)cc2)NC(=O)c2ccccc2)cc1,5999.673611
112,CCc1oc2ccccc2c1C(=O)c1ccc(O)cc1,11999.72962
113,CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12,446.5493704
114,Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O,759.8783342
115,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1Br,9100.000003
116,CCOc1ccc(NC(=O)CC(C)O)cc1,2799.974921
117,CC(C)(C)c1ccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)cc1,2099.810874
118,CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1,4749.547657
119,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,4623.708159
120,COC12CCC3(CC1C(C)(O)C(C)(C)C)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5,456.0214083
121,CCCC[N+]1(C)C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,1170.084389
122,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,654.9796116
123,CN(Cc1ccc(C(C)(C)C)cc1)Cc1cccc2ccccc12,5000.377987
124,Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,649.9823008
125,C=CCN1CC(C(=O)N(CCCN(C)C)C(=O)NCC)CC2c3cccc4[nH]cc(c34)CC21,399.9867142
126,CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,2000.094976
127,O=C1CCCCCN1,930.0000005
128,COC(=O)Nc1nc2ccccc2[nH]1,8324.662153
129,CC1(C)SC2C(NC(=O)C(C(=O)Oc3ccc4c(c3)CCC4)c3ccccc3)C(=O)N2C1C(=O)O,3980.199218
130,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(OC(=O)CCC(=O)O)C(C)(C)C5CCC43C)C2C1,1400.080943
131,CCN(CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1,172.9306836
132,CCCCNC(=O)NS(=O)(=O)c1ccc(N)cc1,2799.979365
133,NC(=O)NC(CCC(=O)O)C(=O)O,999.9737065
134,CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,272.7546653
135,CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2,809.9750657
136,C=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(=NO)c3csc(N)n3)C2SC1,5599.688439
137,CON=C(C(=O)NC1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(C=Cc3scnc3C)CSC12)c1csc(N)n1,5099.712433
138,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nc(C)c(CC(=O)O)s3)CSC12)c1csc(N)n1,28000.81414
139,CN(C)CCn1nnnc1SCC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3csc(N)n3)C2SC1,19998.40197
140,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(C[n+]3cccc4c3CCC4)CSC12)c1csc(N)n1,16200.09427
141,COCC1=C(C(=O)OC(C)OC(=O)OC(C)C)N2C(=O)C(NC(=O)C(=NOC)c3csc(N)n3)C2SC1,7999.899573
142,NC(=O)c1cc[n+](CC2=C(C(=O)O)N3C(=O)C(NC(=O)C(c4ccccc4)S(=O)(=O)O)C3SC2)cc1,15001.01205
143,CON=C(C(=O)NC1C(=O)N2C(C(=O)OC(C)OC(C)=O)=C(COC(N)=O)CSC12)c1ccco1,10000.37221
144,CC1OC2(CS1)CN1CCC2CC1,96.87153433
145,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,79.99552956
146,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,1499.990714
147,Clc1ccc(CSc2ccc(Cl)cc2)cc1,3000.044575
148,CC(=O)OC1(C(C)=O)CCC2C3C=C(Cl)C4=CC(=O)CCC4(C)C3CCC21C,14998.74055
149,Cc1ncsc1CCCl,2109.908632
150,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,453.9420484
151,ClCc1ccccc1,1499.928901
152,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,1099.980126
153,CN(C)CCC=C1c2ccccc2Sc2ccc(Cl)cc21,138.0639292
154,C[N+](C)(C)CCO,3899.887689
155,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,579.9903575
156,CCC(=O)OC1(C(=O)CCl)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,3000.147759
157,CN(C)CCC(O)(c1ccccc1)c1ccccc1Cl,291.8843474
158,Clc1cccc(Cl)c1NC1=NCCN1,120.7434726
159,CCc1cc2c(s1)N(C)C(=O)CN=C2c1ccccc1Cl,635.9421513
160,Cc1onc(-c2ccccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,5000.12618
161,COC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1N2C,97.98714122
162,O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1,878.977757
163,Cc1ccc(O)cc1,343.9999997
164,CC=CC(=O)N(CC)c1ccccc1C,1599.960648
165,CN(C)CCC=C1c2ccccc2C=Cc2ccccc21,250.0045392
166,CN(C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1,960.0296505
167,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,79.61452032
168,Clc1ccc(Cl)cc1,2949.919731
169,CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O,9998.925212
170,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N(CC(=O)O)C1Cc2ccccc2C1,3119.648392
171,COC(=O)C1C2CC3c4[nH]c5ccccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC,500.0328348
172,CC(C)(CO)C(O)C(=O)NCCCO,14999.70769
173,CC(N)Cc1ccccc1,40.00000004
174,COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,176.7240629
175,CC12CCCCCC(Cc3ccc(O)cc31)C2N,362.9911235
176,NCCCC(N)(C(=O)O)C(F)F,5000.0
177,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,4559.670361
178,O=c1nc[nH]c2c1ncn2C1CCC(CO)O1,1999.991532
179,CCN(CC)C(C)C(=O)c1ccccc1,214.403292
180,CCC(=C(CC)c1ccc(O)cc1)c1ccc(O)cc1,2999.373967
181,CCCC(=O)OC1(C(=O)COC(C)=O)CCC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,3999.54381
182,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,4.94967645
183,NNc1nnc(NN)c2ccccc12,400.0000002
184,CCCCCC(O)C=CC1C(O)CC(O)C1CC=CCCCC(=O)O,1300.047674
185,C1COCCO1,5300.240621
186,OC(CCCN1CCCCC1)(c1ccccc1)c1ccccc1,432.6007673
187,CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1,337.0014889
188,CNCC(O)c1ccc(OC(=O)C(C)(C)C)c(OC(=O)C(C)(C)C)c1,223.9725931
189,c1cc[n+]2c(c1)-c1cccc[n+]1CC2,124.9986432
190,CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1,1324.061504
191,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O,2643.100067
192,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,7999.624339
193,CN(C)CCC=C1c2ccccc2COc2ccccc21,163.5508045
194,CCC(=C(c1ccc(OCCN(C)C)cc1)c1cccc(O)c1)c1ccccc1,2999.821945
195,CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CCC(C)=CC21,482.0475155
196,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)O,20002.77726
197,CC(=Cc1ccccc1)C=C1SC(=S)N(CC(=O)O)C1=O,3199.929873
198,CCC(=O)OC1C(OC2C(C)C(OC3CC(C)(OC)C(O)C(C)O3)C(C)C(=O)OC(CC)C(C)(O)C(O)C(C)C(=O)C(C)CC2(C)O)OC(C)CC1N(C)C,2869.996369
199,C#CC(O)(C=CCl)CC,289.9979948
200,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,215.0138812
201,CCOC(=O)C=C(C)C=CC=C(C)C=Cc1c(C)cc(OC)c(C)c1C,2000.056418
202,O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,794.9843674
203,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,368.0229672
204,O=C(O)Cc1sc(-c2ccccc2)nc1-c1ccc(Cl)cc1,519.9873869
205,CC(C)(C)NC(=O)C1CCC2C3CCC4NC(=O)C=CC4(C)C3CCC12C,485.9308605
206,O=C(COc1ccc(Cl)cc1)N1CCN(Cc2ccc3c(c2)OCO3)CC1,4149.455708
207,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1,3999.967511
208,COC1(NC(=O)CSC(F)F)C(=O)N2C(C(=O)O)=C(CSc3nnnn3CCO)COC21,15000.78553
209,Cc1onc(-c2c(F)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,6032.40309
210,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1F,146.9976116
211,Fc1ccc(C(c2ccc(F)cc2)N2CCN(CC=Cc3ccccc3)CC2)cc1,640.4100621
212,CC1(C)OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1,0.499995397
213,CC1(C)OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,4000.053035
214,CC(=O)OCC(=O)C12OC(C)(C)OC1CC1C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC12C,5999.623892
215,O=C1OCCN1N=Cc1ccc([N+](=O)[O-])o1,1782.000001
216,NCCCC(=O)O,12679.87705
217,CNC(C)C1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1,9999.937188
218,O=C(OCC(O)CO)c1ccccc1Nc1ccnc2cc(Cl)ccc12,1485.968112
219,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,3249.914473
220,CC1(C)OC2CC3C4CCC5=CC(=O)CCC5(C)C4(F)C(O)CC3(C)C2(C(=O)CCl)O1,10000.7473
221,ClC1=C(Cl)C2(Cl)C3C(Cl)C=CC3C1(Cl)C2(Cl)Cl,67.99617484
222,Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,4000.224735
223,CN1C2CCC1CC(OC(=O)C(O)c1ccccc1)C2,1306.962025
224,CC(C)Cc1ccc(C(C)C(=O)O)cc1,739.9820631
225,CC#CCC(C)C(O)C=CC1C(O)CC2CC(=CCCCC(=O)O)CC21,100.0016643
226,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(=O)N(C)CC1C(=O)O,4999.371066
227,CC(=O)N(CC(C)C(=O)O)c1c(I)cc(I)c(N)c1I,7900.012863
228,CC(=O)NCc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,6999.977703
229,CCC(Cc1c(I)cc(I)c(N)c1I)C(=O)O,3251.622956
230,CN(C)C=Nc1c(I)cc(I)c(CCC(=O)O)c1I,1100.0
231,CC(C)[N+]1(C)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,1001.108391
232,O=C(O)c1ccncc1,3122.974631
233,O=[N+]([O-])OC1COC2C(O)COC12,1771.009267
234,COC1C(OC(C)=O)CC(=O)OC(C)CC=CC=CC(O)C(C)CC(CC=O)C1OC1OC(C)C(OC2CC(C)(O)C(OC(=O)CC(C)C)C(C)O2)C(N(C)C)C1O,6399.953621
235,CNC1(c2ccccc2Cl)CCCCC1=O,616.9740467
236,CC(N)C(=O)c1ccccc1,399.9919563
237,OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,44000.38567
238,NCCNC(=O)c1ccc(Cl)cn1,999.99499
239,CC(C)(C)NCC(O)COc1cccc2c1CCCC2=O,1220.037682
240,NC(Cc1ccc(O)c(O)c1)C(=O)O,2012.612196
241,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,2426.824665
242,CN(CCCN1c2ccccc2CCc2ccccc21)CC(=O)c1ccc(Cl)cc1,5000.381894
243,O=C(O)c1nn(Cc2ccc(Cl)cc2Cl)c2ccccc12,900.1036848
244,CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,999.8838205
245,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,39.99816966
246,CNC1(C)C2CCC(C2)C1(C)C,90.99124181
247,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,1616.256195
248,NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,44.59926939
249,Cc1cccc(C)c1NC(=O)C1CCCCN1C,4999.918815
250,CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CNC(C(=O)N(C)C)C3)C(C)C12,5000.391166
251,C#CC1(O)CCC2C3CCc4cc(OC)ccc4C3CCC21C,9998.808128
252,CN1CC(CNC(=O)OCc2ccccc2)CC2c3cccc4c3c(cn4C)CC21,429.9722941
253,CN(C)CCN(Cc1cccs1)c1ccccn1,181.9972148
254,CN1CCC(CN2c3ccccc3Sc3ccccc32)C1,212.6420117
255,CC(=O)OC1CCC2C3CCC4CC(=O)C=C(C)C4(C)C3CCC12C,4000.058052
256,CNC(=O)ON=C(C)SC,9.999753403
257,COc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2,373.3253388
258,COc1ccc(OC)c(C(O)C(C)N)c1,29.99985803
259,COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,509.9218007
260,C[N+]1(C)C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,1047.55556
261,CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O,1860.258283
262,CCC(CO)NC(=O)C1C=C2c3cccc4c3c(cn4C)CC2N(C)C1,440.0423235
263,CSc1nnc(C(C)(C)C)c(=O)n1N,563.989473
264,CC(=O)Nc1c(I)c(C(=O)O)c(I)c(N(C)C(C)=O)c1I,46.79985092
265,COCC(=O)OC1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2C1C(C)C,799.9370511
266,CCN(CC)C(=O)C1(c2ccccc2)CC1CN,316.0365299
267,CCC(=O)OC1CC(=O)OC(C)CC=CC=CC(OC(C)=O)C(C)CC(CC=O)C(OC2OC(C)C(OC3CC(C)(OC(C)=O)C(OC(=O)CC)C(C)O3)C(N(C)C)C2O)C1OC,4999.704913
268,CCCCC(C)(O)CC=CC1C(O)CC(=O)C1CCCCCCC(=O)OC,26.99710617
269,OC(CBr)C(O)C(O)C(O)CBr,1283.60578
270,Nc1cccc([N+](=O)[O-])c1,372.2740377
271,CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C,224.9919464
272,CC(=CC(=O)OCCCCCCCCC(=O)O)CC1OCC(CC2OC2C(C)C(C)O)C(O)C1O,4999.710365
273,O=C1CCC(=O)N1c1cc(Cl)cc(Cl)c1,443.9872659
274,CC(=O)N(C)C,4619.893943
275,CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)C1CCC(=O)CC21,999.8684737
276,CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2,3799.926307
277,O=C(O)c1cccnc1Nc1cccc(C(F)(F)F)c1,349.9987599
278,COC(=O)C1=C(C#N)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,1300.080961
279,O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,549.9980443
280,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,2540.239643
281,CN(CCCl)CCCl,15.87340021
282,CCN(CC)N=O,200.0058744
283,CN1Cc2c(N)cccc2C(c2ccccc2)C1,259.9956363
284,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,3999.924841
285,Oc1ccccc1Br,652.0037688
286,Clc1ccccc1Cl,4385.880654
287,OCCN1CCN(CCCN2c3ccccc3C=Cc3ccccc32)CC1,428.1702684
288,CC(C)NCC(O)c1cc(O)cc(O)c1,8129.961509
289,Cc1onc(-c2ccccc2)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,8061.37409
290,O=c1[nH]c2ccccc2n1CCCN1CCN(C(c2ccccc2)c2ccccc2)CC1,9596.809856
291,Clc1ccc(CON=C(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,2629.791628
292,C=CCOc1ccccc1OCC(O)CNC(C)C,441.5830512
293,CN1CCCN=C1COC(=O)C(O)(c1ccccc1)C1CCCCC1,859.8626816
294,Nc1ccc(Cc2ccc(N)cc2)cc1,263.9880165
295,CC(=O)OC1CC2CCC3C(CCC4(C)C3CC([N+]3(C)CCCCC3)C4OC(C)=O)C2(C)CC1[N+]1(C)CCCCC1,21.20092517
296,C[n+]1ccc(-c2cc[n+](C)cc2)cc1,161.1140565
297,CN(C)c1ccc(N=Nc2ccccc2)cc1,299.9933419
298,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,3999.964007
